"Delivery_Contractor","Property_ID","Postcode_1","Participant_Age","EmployStatus","EmployType","HouseIncome","Date_Contact","Tenure","Tenure_Length","Social_Group","HP_Awareness","Reason_Sustainability","Sustainability_exp","Reason_Future","Future_exp","Reason_Upgrade","Upgrade_exp","Reason_Building","Building_exp","Reason_Financial","Financial_exp","Reason_Technology","Technology_exp","Reason_Research","Research_exp","Reason_Planned","Planned_exp","Reason_Replacement","Replacement_exp","Reason_Other","Other_exp","Date_Survey","Name_Survey","House_Type","House_Form","House_Env","House_Age","House_SAP","No_Adults","No_Child","No_Storeys","Total_Floor_Area","Habitable_Rooms","Bedrooms","Heated_rooms","Floor_Height","Wall_Type","Floor_Type","Roof_Type","Glazed_Type","Mains_Gas_Flag","Main_Fuel","Heat_Primary_Source","Heat_Secondary_Source","TS_Existing","TS_Existing_Size","No_Underfloor","Existing_Fires","Existing_Cooking","Outside_Space","Outside_Access","Elec_currentuse","Gas_currentuse","MCS_SHLoad","MCS_Hloss","MCS_SHAnnual","MCS_DHWAnnual","MCS_Immersion","Suit_ASHP","Suit_GSHP","Suit_HTASHP","Suit_Hybrid","HP_Recommend","HP_NoRec_R1","HP_NoRec_R2","Measures_Recommend","EstCost_System","EstCost_Ancillary","EstCost_Running","EstCost_Etariff","EstCost_Gtariff","Part_Install_Decision","Part_No_Reason1","Part_No_Reason2","Date_Installation","Name_Install","HP_Installed","HP_Brand","HP_Model","HP_Size_kW","HP_Refrigerant","GSHP_Space","TS_Type","TS_Water_Size","TS_PCM_Size","HP_Control_Zones","Measures_emitters_LT","Measures_emitters_Std","Measures_Fanassist","HP_Aesthetic","HP_Noise","Cooling","Cooling_Rooms","Fires_replaced","Cook_Replaced","Gas_disconnect","Measures_Loft","Measures_Windows","Measures_Doors","Measures_WI","Measures_DP","Cost_HP","Cost_TS","Cost_Install","Cost_Emitters","Cost_Cooling","Cost_LI","Cost_WI","Cost_Window","Cost_Door","Cost_DP","Install_time_HP","Install_time_measures"
"E.ON","EOH0587","NE1","37","Working Full time (>30hrs)","Professional","50,001+","2020-07-22T00:00:00.000Z","Owner-Occupied","0.9","AB",5,"YES","null","NO","null","NO","null","NO","null","YES","null","YES","null","NO","null","NO","null","NO","null","NO","null","21/10/2020","Phoenix","House","Semi-Detached","Unknown","1950 - 1966","D","2","2","2","124","5","4","5","2.4","Cavity_Insulated","Suspended","Pitched","Double","Yes","Gas","Gas Boiler - Combi","None","None","null","0","0","1","No","No","null","null","null","null","null","null","null","No","No","No","No","None - Installation not recommended","Practical_Noise","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0946","NE3","49","Working Full time (>30hrs)","Professional","50,001+","2020-07-22T00:00:00.000Z","Owner-Occupied","18","AB",3,"NO","null","NO","null","NO","null","NO","null","YES","null","YES","null","NO","null","NO","null","NO","null","NO","null","02/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0932","NE3","45","Working Full time (>30hrs)","Manager","Prefer not to say","2020-07-22T00:00:00.000Z","Owner-Occupied","4","AB",4,"YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","01/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","None - Installation not recommended","Practical_SpaceExternal","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1137","NE2","56","Working Full time (>30hrs)","Professional","50,001+","2020-07-22T00:00:00.000Z","Owner-Occupied","23","AB",4,"YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0784","NE4","39","Working Full time (>30hrs)","Professional","40,001 - 50,000","2020-07-22T00:00:00.000Z","Owner-Occupied","1","AB",4,"NO","null","NO","null","NO","null","NO","null","YES","null","YES","null","NO","null","NO","null","NO","null","NO","null","01/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","None - Installation not recommended","other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1352","NE4","39","Working Full time (>30hrs)","Professional","40,001 - 50,000","2020-07-22T00:00:00.000Z","Owner-Occupied","1","AB",4,"NO","null","NO","null","NO","null","NO","null","YES","null","YES","null","NO","null","NO","null","NO","null","NO","null","01/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","None - Installation not recommended","Practical_Noise","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0883","NE4","42","Working Full time (>30hrs)","Manager","50,001+","2020-07-22T00:00:00.000Z","Owner-Occupied","17","AB",1,"YES","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2242","NE5","59","Working Full time (>30hrs)","Supervisor","50,001+","2020-07-24T00:00:00.000Z","Owner-Occupied","7","C1",1,"YES","null","NO","null","NO","null","NO","null","YES","null","YES","null","NO","null","NO","null","NO","null","NO","null","15/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1746","NE5","43","Working Full time (>30hrs)","Professional","50,001+","2020-07-23T00:00:00.000Z","Owner-Occupied","7","AB",3,"YES","null","NO","null","NO","null","NO","null","YES","null","YES","null","NO","null","NO","null","NO","null","NO","null","03/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2891","NE3","48","Working Full time (>30hrs)","Manager","50,001+","2020-07-24T00:00:00.000Z","Owner-Occupied","13","AB",1,"NO","null","NO","null","YES","null","NO","null","YES","null","YES","null","NO","null","NO","null","NO","null","NO","null","10/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2419","NE5","null","Retired","Pensioner","20,001 - 25,000","2020-07-23T00:00:00.000Z","Owner-Occupied","40","DE",2,"NO","null","NO","null","YES","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","03/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH3193","NE5","35","Working Full time (>30hrs)","Manager","50,001+","2020-07-23T00:00:00.000Z","Owner-Occupied","3","AB",1,"NO","null","NO","null","YES","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","09/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0108","NE5","78","Retired","Pensioner","Prefer not to say","2020-07-23T00:00:00.000Z","Owner-Occupied","44","DE",2,"YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","26/08/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1069","NE3","75","Retired","Pensioner","Prefer not to say","2020-07-24T00:00:00.000Z","Owner-Occupied","20","DE",1,"YES","null","NO","null","NO","null","NO","null","YES","Grant and also potential for bill savings","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2270","NE5","80","Retired","Pensioner","30,001 - 40,000","2020-07-24T00:00:00.000Z","Owner-Occupied","30","DE",1,"YES","null","NO","null","YES","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1475","NE3","37","Working Full time (>30hrs)","Professional","50,001+","2020-07-24T00:00:00.000Z","Owner-Occupied","2","AB",4,"YES","null","NO","null","YES","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","14/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2204","NE3","56","Unemployed","Unemployed/Benefits","40,001 - 50,000","2020-07-24T00:00:00.000Z","Owner-Occupied","13","DE",2,"YES","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","15/10/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1284","NE5","81","Retired","Pensioner","Prefer not to say","2020-07-24T00:00:00.000Z","Owner-Occupied","40","DE",3,"NO","null","NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","25/08/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2287","NE5","53","Working Full time (>30hrs)","Professional","50,001+","2020-07-29T00:00:00.000Z","Owner-Occupied","24","AB",4,"YES","null","NO","null","YES","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","22/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0342","NE5","28","Working Full time (>30hrs)","Professional","Prefer not to say","2020-07-24T00:00:00.000Z","Owner-Occupied","3","C1",1,"NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0296","NE5","28","Working Full time (>30hrs)","Professional","40,001 - 50,000","2020-07-24T00:00:00.000Z","Owner-Occupied","1","AB",4,"YES","null","NO","null","YES","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","10/11/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2977","NE3","47","Working Full time (>30hrs)","Professional","Prefer not to say","2020-07-30T00:00:00.000Z","Owner-Occupied","3","AB",2,"YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","25/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1057","NE3","59","Working Full time (>30hrs)","Professional","50,001+","2020-07-28T00:00:00.000Z","Owner-Occupied","27","AB",3,"YES","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2721","NE3","50","Working Full time (>30hrs)","Manager","40,001 - 50,000","2020-07-28T00:00:00.000Z","Owner-Occupied","16","AB",3,"NO","null","NO","null","YES","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0359","NE3","56","Retired","Pensioner","30,001 - 40,000","2020-07-28T00:00:00.000Z","Owner-Occupied","1","DE",3,"YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","03/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0493","NE3","38","Working Full time (>30hrs)","Professional","50,001+","2020-07-28T00:00:00.000Z","Owner-Occupied","5","AB",4,"YES","null","NO","null","NO","null","NO","null","YES","Grant and save money on bills","YES","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2265","NE3","null","Working Full time (>30hrs)","Professional","50,001+","2020-07-28T00:00:00.000Z","Owner-Occupied","20","AB",4,"YES","null","NO","null","YES","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","04/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1118","NE3","31","Working Full time (>30hrs)","Professional","50,001+","2020-07-31T00:00:00.000Z","Owner-Occupied","3","AB",2,"YES","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","15/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2086","NE3","51","Working Full time (>30hrs)","Professional","50,001+","2020-07-28T00:00:00.000Z","Owner-Occupied","16","AB",5,"YES","null","NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","22/09/2020","Phoenix","House","Detached","Suburban","2003 - 2006","null","1","0","3","235.34","9","6","18","2.4","Cavity_Insulated","Solid","Pitched","Double","Yes","Gas","Gas Boiler - Standard","None","Water","300","0","0","1","No","No","null","null","null","null","null","null","null","No","No","No","No","None - Installation not recommended","Technical_Size","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1005","NE3","44","Working Full time (>30hrs)","Professional","50,001+","2020-07-29T00:00:00.000Z","Owner-Occupied","11","AB",2,"YES","null","NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1456","NE6","34","Working Full time (>30hrs)","Professional","50,001+","2020-07-29T00:00:00.000Z","Owner-Occupied","5","AB",2,"YES","null","NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","24/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","None - Installation not recommended","Practical_SpaceExternal","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0216","NE3","62","Working Full time (>30hrs)","Manager","50,001+","2020-07-31T00:00:00.000Z","Owner-Occupied","16","AB",3,"YES","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0733","NE3","46","Working Part time","Professional","Prefer not to say","2020-07-29T00:00:00.000Z","Owner-Occupied","5","C1",4,"NO","null","NO","null","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","18/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1676","NE3","67","Working Full time (>30hrs)","Professional","50,001+","2020-07-29T00:00:00.000Z","Owner-Occupied","16","AB",3,"YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","23/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1152","NE3","51","Working Full time (>30hrs)","Professional","Prefer not to say","2020-07-29T00:00:00.000Z","Owner-Occupied","18","AB",3,"YES","null","NO","null","NO","null","NO","null","YES","Grant and save money on bills","YES","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH1405","NE3","49","Working Full time (>30hrs)","Professional","50,001+","2020-07-30T00:00:00.000Z","Owner-Occupied","12","AB",3,"YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH0965","NE6","39","Working Part time","Professional","30,001 - 40,000","2020-07-30T00:00:00.000Z","Owner-Occupied","15","C1",1,"NO","null","NO","null","YES","Boiler broken down","NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","16/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","None - Installation not recommended","other","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2391","NE3","73","Retired","Pensioner","20,001 - 25,000","2020-07-30T00:00:00.000Z","Owner-Occupied","15","DE",4,"NO","null","NO","null","NO","null","NO","null","YES","null","YES","null","NO","null","NO","null","NO","null","NO","null","07/09/2020","Phoenix","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","No","Practical_DisruptionWorks","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"E.ON","EOH2055","NE5","73","Unemployed","Pensioner","Prefer not to say","2020-07-30T00:00:00.000Z","Owner-Occupied","26","DE",1,"NO","null","NO","null","YES","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","NO","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
